City Name,Temperature (F),Humidity %,Cloud Coverage %,Wind Speed (mph),City Latitude,City Longitude,City Country,City Local Date_Time,Random_Latitude,Random_Longitude
Cockburn Town,80.6,74,40,14.97,21.4612,-71.1419,tc,"Sun, 07 Feb 2021 14:14:54",24.29,-66.28
Idritsa,5.56,95,89,4.47,56.3316,28.8988,ru,"Sun, 07 Feb 2021 22:14:54",56.03,29.06
Ryazan,5.32,93,99,12.01,54.6197,39.74,ru,"Sun, 07 Feb 2021 22:14:55",54.7,39.74
Banda Aceh,79.16,81,74,7.9,5.5577,95.3222,id,"Mon, 08 Feb 2021 02:14:55",1.16,88.29
Pudozh,-10.89,90,37,3.78,61.8099,36.5345,ru,"Sun, 07 Feb 2021 22:14:55",62.47,37.1
Zyryanka,-18.18,85,100,18.03,65.75,150.85,ru,"Mon, 08 Feb 2021 06:14:43",66.55,151.3
Santa Cruz Cabrália,80.6,78,75,16.11,-16.2781,-39.0247,br,"Sun, 07 Feb 2021 16:14:55",-16.29,-38.37
Rosetta,60.8,77,0,5.75,31.4044,30.4164,eg,"Sun, 07 Feb 2021 21:06:36",32.72,30.79
Sarh,82.4,20,0,5.99,9.1429,18.3923,td,"Sun, 07 Feb 2021 20:14:56",8.85,18.63
Íos,68.0,94,100,17.27,36.7333,25.2833,gr,"Sun, 07 Feb 2021 21:14:56",36.8,25.22
Puerto Ayacucho,92.25,49,95,2.46,5.6639,-67.6236,ve,"Sun, 07 Feb 2021 15:14:57",4.9,-65.88
Umm Kaddadah,67.24,24,0,14.0,13.6017,26.6876,sd,"Sun, 07 Feb 2021 21:14:57",14.39,27.32
Sabang,81.18,80,8,11.56,5.8933,95.3214,ph,"Mon, 08 Feb 2021 02:14:57",14.79,123.16
Arica,77.0,53,0,16.11,-18.475,-70.3042,cl,"Sun, 07 Feb 2021 16:10:14",-18.53,-71.16
Sola,81.3,74,100,8.61,-13.8833,167.55,vu,"Mon, 08 Feb 2021 06:14:57",-11.03,171.63
Mangan,52.75,32,0,8.81,27.5167,88.5333,in,"Mon, 08 Feb 2021 00:44:58",28.47,87.93
Namwala,68.92,92,100,2.77,-15.7504,26.4384,zm,"Sun, 07 Feb 2021 21:14:58",-16.41,25.48
Bandar-e Anzali,50.0,100,90,4.61,37.4727,49.4622,ir,"Sun, 07 Feb 2021 22:44:58",37.36,49.48
Maceió,84.2,61,20,12.66,-9.6658,-35.7353,br,"Sun, 07 Feb 2021 16:13:18",-17.2,-26.71
Toronto,21.0,45,43,13.89,43.7001,-79.4163,ca,"Sun, 07 Feb 2021 14:11:58",43.64,-79.58
Kletnya,-0.71,93,41,6.2,53.3897,33.2171,ru,"Sun, 07 Feb 2021 22:14:59",53.19,33.35
Cururupu,86.05,63,5,6.51,-1.8283,-44.8683,br,"Sun, 07 Feb 2021 16:14:59",0.82,-43.32
Sioux Lookout,-16.6,48,1,9.22,50.1001,-91.917,ca,"Sun, 07 Feb 2021 13:14:59",51.32,-92.32
Marawi,75.0,95,100,1.99,7.9986,124.2928,sd,"Mon, 08 Feb 2021 03:14:59",19.39,27.92
Maragogi,82.42,72,72,12.97,-9.0122,-35.2225,br,"Sun, 07 Feb 2021 16:07:22",-15.85,-25.98
Deputatsky,-29.63,86,0,0.89,69.3,139.9,ru,"Mon, 08 Feb 2021 05:14:59",72.84,140.28
Wyndham,39.99,87,90,5.75,37.6985,-77.6125,nz,"Sun, 07 Feb 2021 14:15:00",-46.24,169.23
Hamada,43.0,15,86,1.99,34.8833,132.0833,jp,"Mon, 08 Feb 2021 04:15:00",35.7,131.41
Formosa do Rio Preto,72.99,78,100,3.53,-11.0483,-45.1931,br,"Sun, 07 Feb 2021 16:15:00",-11.07,-44.91
Roald,24.8,50,0,12.66,62.5833,6.1333,no,"Sun, 07 Feb 2021 20:15:00",68.23,3.91
Shūshtar,58.35,80,0,0.63,32.0455,48.8567,ir,"Sun, 07 Feb 2021 22:45:00",31.72,48.65
Varna,46.4,100,90,9.22,43.2167,27.9167,ru,"Sun, 07 Feb 2021 21:15:01",52.93,61.2
Yerbogachën,18.28,97,100,5.77,61.2767,108.0108,ru,"Mon, 08 Feb 2021 03:15:01",59.67,108.87
Coudekerque-Branche,30.0,86,90,14.97,51.0229,2.3936,fr,"Sun, 07 Feb 2021 20:15:01",50.96,2.5
North Branch,-5.01,45,1,5.75,45.5113,-92.9802,us,"Sun, 07 Feb 2021 13:15:01",46.13,-92.98
Grand Gaube,80.01,80,100,4.0,-20.0064,57.6608,mu,"Sun, 07 Feb 2021 23:05:54",-12.77,65.33
Arshan',19.4,63,100,13.42,46.2732,44.22,ru,"Sun, 07 Feb 2021 22:15:02",45.89,44.02
Baytown,60.01,61,0,7.0,29.7355,-94.9774,us,"Sun, 07 Feb 2021 13:15:02",29.74,-94.86
Kirakira,79.02,80,10,7.05,-10.4544,161.9205,sb,"Mon, 08 Feb 2021 06:15:03",-10.77,162.98
Mihara,48.99,95,18,11.54,34.4,133.0833,jp,"Mon, 08 Feb 2021 04:15:03",34.47,132.99
Lumphat,73.11,68,56,9.55,13.4878,106.9816,kh,"Mon, 08 Feb 2021 02:15:04",13.94,106.95
Loreto,73.49,20,0,13.65,22.2667,-101.9667,mx,"Sun, 07 Feb 2021 13:15:04",26.29,-110.73
Manavālakurichi,80.6,69,20,9.46,8.1333,77.3,in,"Mon, 08 Feb 2021 00:35:29",7.72,76.92
Kibungo,69.8,83,75,2.3,-2.1597,30.5427,rw,"Sun, 07 Feb 2021 21:15:04",-1.98,30.78
Aykhal,-25.47,83,88,5.21,66.0,111.5,ru,"Mon, 08 Feb 2021 04:15:04",66.53,109.42
Karlstad,14.0,85,0,9.22,59.3793,13.5036,se,"Sun, 07 Feb 2021 20:15:04",59.27,13.79
Richmond,39.0,93,90,11.5,37.5538,-77.4603,za,"Sun, 07 Feb 2021 14:10:49",-30.17,30.35
Sarkand,32.85,89,100,2.86,45.41,79.9186,kz,"Mon, 08 Feb 2021 01:15:05",45.59,81.11
Tiznit Province,51.89,79,99,10.69,29.5833,-9.5,ma,"Sun, 07 Feb 2021 20:05:09",27.83,-10.15
Santa Cruz de la Sierra,91.4,49,75,11.5,-17.8,-63.1667,cr,"Sun, 07 Feb 2021 15:15:05",9.28,-89.21
Segezha,-3.24,92,19,6.35,63.7415,34.3222,ru,"Sun, 07 Feb 2021 22:15:05",63.89,33.47
Sande,26.01,68,100,34.52,53.5049,8.0142,no,"Sun, 07 Feb 2021 20:15:05",61.37,5.66
Rawlins,33.8,40,90,32.21,41.7911,-107.2387,us,"Sun, 07 Feb 2021 12:11:58",41.54,-106.58
Dawson Creek,-31.0,68,40,3.44,55.7666,-120.2362,ca,"Sun, 07 Feb 2021 12:07:29",56.59,-120.03
Copiapó,69.8,56,0,13.8,-27.3667,-70.3333,cl,"Sun, 07 Feb 2021 16:15:06",-28.41,-68.85
Canavieiras,84.2,79,75,9.22,-15.675,-38.9472,br,"Sun, 07 Feb 2021 16:15:06",-15.32,-37.58
Xingyi,48.38,97,100,2.64,24.1877,102.817,cn,"Mon, 08 Feb 2021 03:15:06",25.63,105.28
Gemeente Goirle,24.01,86,90,18.41,51.5167,5.05,nl,"Sun, 07 Feb 2021 20:15:06",51.51,5.03
Karaton,81.0,94,75,5.75,-6.3424,106.1045,kz,"Mon, 08 Feb 2021 02:15:06",45.83,52.51
Viedma,64.99,52,75,17.58,-40.8135,-62.9967,ar,"Sun, 07 Feb 2021 16:15:07",-41.44,-62.76
Te Anau,55.99,77,100,2.98,-45.4167,167.7167,nz,"Mon, 08 Feb 2021 08:05:24",-39.22,161.41
Show Low,55.4,15,1,4.61,34.2542,-110.0298,us,"Sun, 07 Feb 2021 12:10:23",34.98,-109.75
Egvekinot,-9.74,80,0,14.12,66.3167,-179.1667,ru,"Mon, 08 Feb 2021 07:15:07",66.5,-178.8
Raahe,8.6,92,0,5.75,64.6833,24.4833,fi,"Sun, 07 Feb 2021 21:15:07",64.71,24.59
Mayumba,79.14,86,100,6.53,-3.432,10.6554,ga,"Sun, 07 Feb 2021 20:15:07",-3.99,10.81
Rizhao,30.72,84,100,9.15,35.4275,119.4553,cn,"Mon, 08 Feb 2021 03:15:08",35.35,119.53
Laguna,60.01,62,1,4.61,38.421,-121.4238,br,"Sun, 07 Feb 2021 11:15:08",-46.82,-28.22
Ca Mau,74.48,86,26,4.38,9.1769,105.15,vn,"Mon, 08 Feb 2021 02:15:08",7.0,105.83
Hervey Bay,80.01,87,44,1.01,-25.2986,152.8535,au,"Mon, 08 Feb 2021 05:15:08",-24.17,158.17
Zhaotong,37.8,88,100,10.27,27.3167,103.7167,cn,"Mon, 08 Feb 2021 03:15:09",27.46,103.9
Yumen,26.85,75,100,1.99,40.2833,97.2,cn,"Mon, 08 Feb 2021 03:15:09",41.17,96.45
Manadhoo,81.45,72,64,9.13,5.7667,73.3833,mv,"Mon, 08 Feb 2021 00:15:09",5.83,74.69
Golden,54.0,11,20,40.29,39.7555,-105.2211,ca,"Sun, 07 Feb 2021 12:15:09",50.91,-117.5
Tura,58.39,43,14,2.51,25.5198,90.2201,ru,"Mon, 08 Feb 2021 00:36:06",66.88,96.74
Takaka,57.0,92,0,2.59,-40.85,172.8,nz,"Mon, 08 Feb 2021 08:15:10",-39.86,172.51
Stornoway,35.6,69,75,11.5,58.2093,-6.3865,gb,"Sun, 07 Feb 2021 19:15:10",58.82,-6.39
Newport,35.01,73,74,24.23,51.5877,-2.9984,us,"Sun, 07 Feb 2021 19:11:19",44.52,-124.93
Fort Nelson,-29.2,68,20,2.3,58.8053,-122.7002,ca,"Sun, 07 Feb 2021 12:08:14",58.86,-125.09
Jalu,67.44,26,92,13.69,29.0331,21.5482,ly,"Sun, 07 Feb 2021 21:05:14",26.14,21.77
Sosnogorsk,-23.39,85,100,11.12,63.6023,53.8817,ru,"Sun, 07 Feb 2021 22:15:11",64.2,54.33
Cabo Rojo,84.99,58,59,8.01,18.0866,-67.1457,us,"Sun, 07 Feb 2021 15:15:11",17.11,-67.85
Dunda,68.58,89,100,3.65,-8.1167,34.25,tz,"Sun, 07 Feb 2021 22:15:11",-8.11,34.51
Moussoro,75.54,16,0,11.05,13.6408,16.4901,td,"Sun, 07 Feb 2021 20:15:12",15.76,17.78
Pitimbu,84.2,70,40,11.5,-7.4706,-34.8086,br,"Sun, 07 Feb 2021 16:15:12",-7.19,-29.14
Honāvar,73.69,42,0,6.11,14.2833,74.45,in,"Mon, 08 Feb 2021 00:45:12",13.61,73.01
Camaná,75.99,70,77,8.05,-16.6228,-72.7111,pe,"Sun, 07 Feb 2021 14:15:12",-20.86,-76.24
Kolondiéba,87.85,15,100,5.79,11.0882,-6.8926,ml,"Sun, 07 Feb 2021 19:15:12",10.93,-6.91
Buluang,75.49,87,100,5.99,13.3068,123.3425,ph,"Mon, 08 Feb 2021 03:15:13",13.43,116.32
Ixtapa,75.2,64,1,10.36,20.7,-105.2,mx,"Sun, 07 Feb 2021 13:13:49",9.68,-105.08
